turbine_id,model,horizon,mae,rmse
1,catboost,1,0.1879455659509755,0.2131410270111761
1,catboost,2,0.19088810259303607,0.2145489299945803
1,catboost,3,0.20946807040912063,0.23278529627729433
1,catboost,4,0.24221810331762972,0.2796913420416988
1,catboost,5,0.24333504566644346,0.2793506551562041
1,catboost,6,0.2801053265695767,0.31781910549278136
1,catboost,7,0.3049216409325381,0.3368982554649996
1,catboost,8,0.30670736870214615,0.3353260432190906
1,catboost,9,0.28574724922866906,0.3193913047798459
1,catboost,10,0.31732977406235013,0.3486810253776866
1,catboost,11,0.34376794766440744,0.3699210274683779
1,catboost,12,0.34659013655634285,0.3791442431014521
1,catboost,13,0.3605166237887808,0.386560303203301
1,catboost,14,0.3628285711427463,0.38629615400644096
1,catboost,15,0.35403705866800844,0.38247643117863883
1,catboost,16,0.351083634603347,0.3799319902617303
1,catboost,17,0.34036126144392115,0.3749402715466618
1,catboost,18,0.3196760357784605,0.3663154618278006
1,catboost,19,0.2713118333141155,0.32746378574600704
1,catboost,20,0.3198622471408912,0.3547489888895917
1,catboost,21,0.3008381686934966,0.3438751020244631
1,catboost,22,0.3018293669829653,0.34035092441723747
1,catboost,23,0.2987740804886575,0.34662302977720977
1,catboost,24,0.3313642306395677,0.37389012333383465
1,catboost,25,0.3202235390819669,0.35958358926647094
1,catboost,26,0.3185536481001611,0.3484535305976733
1,catboost,27,0.3036055563112692,0.3419346855880435
1,catboost,28,0.3238477476932264,0.35801447566838945
1,catboost,29,0.30195361675776705,0.3330922157687255
1,catboost,30,0.3102490561778658,0.3478285690426893
1,catboost,31,0.32852922842917576,0.3526076030249858
1,catboost,32,0.3227392107474924,0.35123445741496995
1,catboost,33,0.301378395460785,0.3390469468353329
1,catboost,34,0.3328917990417977,0.3624388881545434
1,catboost,35,0.369203441423768,0.3946257317014857
1,catboost,36,0.3599432059227588,0.3933847113940598
1,catboost,37,0.36763233772117493,0.3959092392528709
1,catboost,38,0.3734386286239248,0.39668865713180695
1,catboost,39,0.3575530257789818,0.3874848710278854
1,catboost,40,0.35358133340180226,0.3838922238583783
1,catboost,41,0.3455931067327765,0.37981813272271064
1,catboost,42,0.32159156314019843,0.36875788281819716
1,catboost,43,0.271911614861991,0.32769025230437643
1,catboost,44,0.31698615107845407,0.35156272542351424
1,catboost,45,0.2854363626556928,0.3313854039850161
1,catboost,46,0.2991895963328241,0.3381926475925225
1,catboost,47,0.29449030981539204,0.3428295772112733
1,catboost,48,0.31994298361825035,0.3630009547403419
1,catboost_direct,1,0.10154010286806285,0.15397070297877236
1,catboost_direct,2,0.13504532412119097,0.18113794616089493
1,catboost_direct,3,0.17308754503708917,0.22574920038437257
1,catboost_direct,4,0.21762273583967434,0.27193888381354264
1,catboost_direct,5,0.23151132401460747,0.27696962584318296
1,catboost_direct,6,0.24336855094603418,0.3030332110974802
1,catboost_direct,7,0.28937632132328167,0.328876823148151
1,catboost_direct,8,0.29196052922736315,0.32899819092740873
1,catboost_direct,9,0.27112897725601204,0.30832352498807325
1,catboost_direct,10,0.30418537707128823,0.3385206734702831
1,catboost_direct,11,0.3200154895055307,0.35194007929308946
1,catboost_direct,12,0.3200031347644068,0.36069325427230725
1,catboost_direct,13,0.35472785623896697,0.37600928618780616
1,catboost_direct,14,0.359101234397689,0.38200783086934187
1,catboost_direct,15,0.3523612657840865,0.3814193983871941
1,catboost_direct,16,0.34434718586170004,0.38428383882324685
1,catboost_direct,17,0.328019279386559,0.37256179992649496
1,catboost_direct,18,0.3216598053321228,0.36724087003781
1,catboost_direct,19,0.2779257680915875,0.32793604706645274
1,catboost_direct,20,0.3114725830626492,0.34372866603059904
1,catboost_direct,21,0.31140192687031176,0.3514114219870596
1,catboost_direct,22,0.30220759750246756,0.3417978655671274
1,catboost_direct,23,0.29150928255270564,0.3432569788267593
1,catboost_direct,24,0.32397985102492843,0.3712423190520817
1,catboost_direct,25,0.32292744364697273,0.3618659535630952
1,catboost_direct,26,0.3059825991346198,0.3409251420226277
1,catboost_direct,27,0.3026599335446462,0.3521659907598484
1,catboost_direct,28,0.3195579957277469,0.35785403124585785
1,catboost_direct,29,0.2941992771942486,0.3289436520133413
1,catboost_direct,30,0.30050069325220174,0.3339804245398854
1,catboost_direct,31,0.31743750440947427,0.33823271997742416
1,catboost_direct,32,0.31309638419280167,0.3434283522145352
1,catboost_direct,33,0.30345828366940886,0.3414823176289228
1,catboost_direct,34,0.33399585788712727,0.36144100997877465
1,catboost_direct,35,0.3627657280006418,0.38829650216009726
1,catboost_direct,36,0.3612126825473994,0.38936295174098334
1,catboost_direct,37,0.36459066542359564,0.4016637367106047
1,catboost_direct,38,0.3693599916403799,0.39498302390939966
1,catboost_direct,39,0.3589404957052436,0.3877409155440042
1,catboost_direct,40,0.34066250693413447,0.3733279394949071
1,catboost_direct,41,0.3356439424249169,0.37241092199931497
1,catboost_direct,42,0.3161095538690598,0.3612592449338389
1,catboost_direct,43,0.27375017449779665,0.3255436661194182
1,catboost_direct,44,0.31748071150122786,0.3500239204380728
1,catboost_direct,45,0.289255684189931,0.3356052954251967
1,catboost_direct,46,0.29036241661242335,0.3320392531608963
1,catboost_direct,47,0.2817664920366675,0.3315417943855502
1,catboost_direct,48,0.31534287261881755,0.3565637031529993
1,catboost_direct_missing,1,0.10088918189334131,0.1550847748120802
1,catboost_direct_missing,2,0.12865290956112474,0.18054632185470781
